user_id,age,gender,country,occupation,experience_years,education_level,preferred_language,preferred_learning_style,learning_goals,performance_trend,average_feedback_score
U0238,37,Male,Brazil,Inside Sales Specialist,9,High School,French,Reading,Master programming,65->66->70,4.52
U0239,26,Non-binary,France,Account Manager,14,Bachelor's Degree,German,Video,Understand cybersecurity,61->63->67,4.9
U0240,44,Male,Canada,Territory Sales Manager,11,Master's Degree,English,Interactive,Advance marketing knowledge,64->69->66,4.41
U0241,59,Non-binary,Japan,Sales Manager,5,Associate Degree,English,Reading,Learn Agile methodologies,58->61->62,3.6
U0242,34,Male,Germany,Business Development Representative,4,PhD,Chinese,Hands-on,Learn project management,89->93->89,3.21
U0243,48,Female,United States,Sales Representative,5,PhD,Korean,Interactive,Upskill in data science,69->65->66,4.56
U0244,49,Female,United States,Sales Engineer,7,PhD,Korean,Hands-on,Understand cybersecurity,88->86->88,4.29
U0245,20,Prefer not to say,United Kingdom,Customer Success Manager,11,High School,Korean,Video,Advance marketing knowledge,87->84->87,3.1
U0246,22,Non-binary,France,Sales Representative,11,High School,Korean,Interactive,Upskill in data science,76->72->77,3.72
U0247,57,Male,United States,Customer Success Manager,7,Associate Degree,Spanish,Interactive,Enhance data visualization,88->90->86,4.91
U0248,58,Male,South Korea,Account Executive,0,Associate Degree,French,Reading,Understand cybersecurity,56->57->54,4
U0249,31,Non-binary,India,Account Executive,8,Master's Degree,English,Reading,Master programming,88->87->82,3.87
U0250,48,Female,United Kingdom,Inside Sales Specialist,11,Associate Degree,Korean,Interactive,Improve leadership skills,74->79->84,3.92
U0251,49,Prefer not to say,France,Sales Manager,9,Bachelor's Degree,Chinese,Reading,Enhance data visualization,68->66->68,3.42
U0252,20,Male,Japan,Pre-Sales Consultant,11,Associate Degree,French,Video,Improve leadership skills,78->80->81,3.74
U0253,46,Prefer not to say,Australia,Account Executive,5,Master's Degree,French,Hands-on,Improve leadership skills,58->53->57,3.74
U0254,30,Male,Australia,Territory Sales Manager,1,Master's Degree,French,Video,Explore machine learning,53->50->47,3.1
U0255,35,Male,United States,Business Development Representative,14,High School,Chinese,Hands-on,Understand cybersecurity,63->63->61,4.54
U0256,28,Female,United Kingdom,Business Development Representative,3,PhD,Spanish,Interactive,Improve leadership skills,58->59->64,3.83
U0257,53,Non-binary,France,Business Development Representative,7,Master's Degree,English,Video,Prepare for certification,59->63->62,4.64
U0258,32,Male,South Korea,Sales Manager,7,Master's Degree,Spanish,Interactive,Explore machine learning,84->88->85,4.7
U0259,35,Male,United Kingdom,Sales Manager,13,Bachelor's Degree,German,Hands-on,Understand cybersecurity,89->87->84,3.42
U0260,50,Non-binary,United States,Account Manager,6,Master's Degree,Chinese,Reading,Explore machine learning,54->54->52,4.31
U0261,53,Female,South Korea,Account Executive,8,High School,Chinese,Reading,Learn project management,77->78->77,3.94
U0262,31,Prefer not to say,Brazil,Customer Success Manager,7,Bachelor's Degree,English,Interactive,Enhance data visualization,61->60->60,4.76
U0263,42,Female,United Kingdom,Pre-Sales Consultant,11,Master's Degree,Spanish,Hands-on,Explore machine learning,80->81->80,3.43
U0264,53,Prefer not to say,France,Pre-Sales Consultant,13,Associate Degree,Korean,Reading,Explore machine learning,68->68->64,4.36
U0265,21,Non-binary,India,Account Executive,10,High School,Chinese,Interactive,Explore machine learning,76->76->77,4.22
U0266,54,Non-binary,United States,Business Development Representative,1,Master's Degree,Korean,Hands-on,Understand cybersecurity,81->78->82,3.59
U0267,34,Non-binary,South Korea,Sales Manager,6,Bachelor's Degree,French,Reading,Learn project management,54->51->55,3.27
U0268,27,Non-binary,India,Sales Engineer,11,High School,Korean,Interactive,Advance marketing knowledge,68->70->72,4.3
U0269,55,Male,Germany,Inside Sales Specialist,15,PhD,Chinese,Interactive,Master programming,57->60->59,4.48
U0270,23,Prefer not to say,South Korea,Account Executive,4,High School,Spanish,Hands-on,Learn Agile methodologies,59->57->55,3.63
U0271,48,Female,South Korea,Pre-Sales Consultant,8,Bachelor's Degree,English,Hands-on,Enhance data visualization,75->77->72,4.29
U0272,45,Female,India,Sales Engineer,4,PhD,Chinese,Interactive,Upskill in data science,57->53->50,3.79
U0273,29,Male,South Korea,Sales Representative,9,PhD,Spanish,Interactive,Understand cybersecurity,66->69->67,4.43
U0274,33,Female,India,Sales Representative,12,High School,German,Interactive,Learn Agile methodologies,88->89->91,3.4
U0275,60,Male,United Kingdom,Account Manager,10,Bachelor's Degree,German,Reading,Understand cybersecurity,88->85->80,4.78
U0276,55,Non-binary,India,Sales Representative,1,High School,Korean,Interactive,Prepare for certification,89->89->85,3.57
U0277,56,Female,Australia,Territory Sales Manager,0,High School,English,Reading,Prepare for certification,75->71->73,3.74
U0278,42,Male,France,Sales Manager,6,PhD,French,Video,Prepare for certification,66->71->67,3.12
U0279,23,Non-binary,South Korea,Account Executive,2,Bachelor's Degree,Chinese,Hands-on,Learn Agile methodologies,71->67->72,3.22
U0280,33,Non-binary,United Kingdom,Sales Manager,3,Bachelor's Degree,German,Interactive,Enhance data visualization,69->71->71,4.03
U0281,42,Male,United Kingdom,Account Executive,0,High School,Chinese,Reading,Understand cybersecurity,68->70->66,3.54
U0282,51,Prefer not to say,France,Sales Engineer,2,PhD,English,Interactive,Enhance data visualization,56->57->61,4.67
U0283,53,Female,Brazil,Sales Representative,13,High School,English,Reading,Learn Agile methodologies,74->75->78,3.03
U0284,47,Male,United States,Sales Manager,15,Master's Degree,Chinese,Reading,Explore machine learning,83->81->86,3.76
U0285,32,Female,India,Account Manager,1,Bachelor's Degree,English,Reading,Learn Agile methodologies,63->63->61,3.67
U0286,36,Non-binary,France,Business Development Representative,11,Master's Degree,Spanish,Hands-on,Learn project management,84->84->82,3.04
U0287,43,Female,United Kingdom,Sales Representative,5,Bachelor's Degree,Korean,Hands-on,Understand cybersecurity,59->55->57,3.25
U0288,50,Non-binary,France,Account Manager,10,PhD,Spanish,Hands-on,Understand cybersecurity,85->87->91,3.83
U0289,33,Male,United Kingdom,Account Manager,10,Associate Degree,Korean,Hands-on,Learn project management,80->81->82,3.99
U0290,57,Female,Germany,Inside Sales Specialist,11,High School,Korean,Reading,Learn project management,83->83->82,3.81
U0291,47,Male,United Kingdom,Territory Sales Manager,14,Associate Degree,English,Hands-on,Learn project management,50->55->57,4.06
U0292,34,Female,Brazil,Inside Sales Specialist,15,Master's Degree,French,Video,Improve leadership skills,82->81->78,4.19
U0293,40,Female,Brazil,Pre-Sales Consultant,12,Associate Degree,English,Video,Upskill in data science,78->74->71,3.02
U0294,24,Male,Canada,Customer Success Manager,8,Associate Degree,Korean,Reading,Prepare for certification,81->79->84,3.93
U0295,23,Non-binary,Brazil,Territory Sales Manager,14,Master's Degree,English,Hands-on,Improve leadership skills,87->91->96,4.93
U0296,50,Male,India,Territory Sales Manager,13,Bachelor's Degree,Chinese,Hands-on,Enhance data visualization,76->75->70,4.04
U0297,58,Prefer not to say,France,Inside Sales Specialist,6,Bachelor's Degree,Spanish,Video,Upskill in data science,89->89->86,4.36
U0298,30,Non-binary,Canada,Business Development Representative,11,Associate Degree,Chinese,Interactive,Learn project management,58->54->58,3.62
U0299,24,Non-binary,United Kingdom,Sales Engineer,0,Master's Degree,English,Reading,Prepare for certification,80->85->83,4.55
U0300,46,Male,United States,Pre-Sales Consultant,3,High School,Spanish,Video,Improve leadership skills,52->48->49,4.55
U0301,29,Prefer not to say,South Korea,Sales Representative,1,Associate Degree,Chinese,Reading,Learn Agile methodologies,86->84->89,4.04
U0302,36,Prefer not to say,Australia,Customer Success Manager,6,Associate Degree,Spanish,Reading,Learn Agile methodologies,82->80->80,4.95
U0303,51,Male,Japan,Customer Success Manager,9,PhD,Chinese,Hands-on,Explore machine learning,55->54->55,3.25
U0304,35,Prefer not to say,India,Territory Sales Manager,7,Associate Degree,English,Interactive,Improve leadership skills,81->78->83,3.03
U0305,46,Prefer not to say,Australia,Sales Manager,4,Bachelor's Degree,Chinese,Reading,Prepare for certification,87->84->86,4.54
U0306,28,Non-binary,South Korea,Sales Representative,1,Associate Degree,English,Hands-on,Upskill in data science,55->54->59,4.61
U0307,44,Male,Australia,Business Development Representative,0,PhD,Spanish,Reading,Advance marketing knowledge,59->61->57,3.24
U0308,45,Female,South Korea,Account Executive,6,Associate Degree,Spanish,Hands-on,Advance marketing knowledge,74->78->76,3.53
U0309,20,Male,South Korea,Inside Sales Specialist,1,PhD,English,Interactive,Improve leadership skills,85->87->90,3.04
U0310,27,Male,Germany,Customer Success Manager,1,Associate Degree,German,Interactive,Master programming,67->63->63,3.59
U0311,54,Female,Japan,Account Executive,7,High School,Spanish,Interactive,Enhance data visualization,76->77->73,4.55
U0312,35,Prefer not to say,India,Sales Engineer,0,PhD,English,Interactive,Learn project management,90->91->94,4.04
U0313,24,Non-binary,Japan,Inside Sales Specialist,14,Bachelor's Degree,Chinese,Video,Master programming,64->60->56,3.7
U0314,22,Non-binary,France,Sales Manager,7,High School,German,Hands-on,Enhance data visualization,62->66->68,3.74
U0315,59,Non-binary,Canada,Sales Manager,3,Bachelor's Degree,Korean,Hands-on,Explore machine learning,64->66->67,3
U0316,42,Male,United States,Territory Sales Manager,15,Master's Degree,Chinese,Video,Learn Agile methodologies,81->83->84,3.6
U0317,28,Female,India,Sales Engineer,13,PhD,German,Reading,Upskill in data science,55->60->61,4.29
U0318,60,Female,Brazil,Customer Success Manager,5,PhD,Korean,Interactive,Understand cybersecurity,77->78->80,4.95
U0319,52,Male,Japan,Account Manager,6,Master's Degree,French,Hands-on,Improve leadership skills,75->75->72,4.69
U0320,31,Male,Brazil,Territory Sales Manager,7,Bachelor's Degree,German,Video,Learn project management,70->70->74,3.05
U0321,50,Prefer not to say,Brazil,Business Development Representative,10,PhD,Chinese,Hands-on,Prepare for certification,51->54->52,4.8
U0322,55,Non-binary,France,Business Development Representative,0,High School,French,Reading,Improve leadership skills,78->74->75,4.57
U0323,41,Prefer not to say,France,Sales Engineer,2,Associate Degree,German,Reading,Understand cybersecurity,72->68->71,4.56
U0324,54,Prefer not to say,United States,Account Manager,9,PhD,Chinese,Video,Upskill in data science,73->68->63,3.92
U0325,58,Female,Germany,Pre-Sales Consultant,5,PhD,Chinese,Hands-on,Master programming,90->92->87,3.8
U0326,60,Female,South Korea,Business Development Representative,6,High School,English,Video,Learn project management,71->76->71,3.61
U0327,24,Prefer not to say,South Korea,Sales Engineer,5,PhD,English,Hands-on,Explore machine learning,72->69->66,3.13
U0328,30,Female,United Kingdom,Inside Sales Specialist,6,High School,French,Video,Understand cybersecurity,60->55->50,3.46
U0329,51,Female,South Korea,Pre-Sales Consultant,8,Associate Degree,Chinese,Hands-on,Learn project management,66->70->72,3.49
U0330,43,Female,Brazil,Customer Success Manager,9,High School,French,Reading,Enhance data visualization,55->60->59,3.97
U0331,39,Prefer not to say,Japan,Inside Sales Specialist,15,Bachelor's Degree,English,Hands-on,Learn Agile methodologies,81->79->79,4.49
U0332,39,Non-binary,Australia,Pre-Sales Consultant,10,High School,Spanish,Hands-on,Understand cybersecurity,85->88->93,3.95
U0333,46,Non-binary,France,Sales Manager,8,PhD,Korean,Reading,Learn Agile methodologies,64->69->69,3.12
U0334,55,Prefer not to say,Canada,Inside Sales Specialist,15,Associate Degree,Chinese,Hands-on,Prepare for certification,83->83->81,4.92
U0335,29,Male,Brazil,Account Manager,15,High School,German,Reading,Advance marketing knowledge,60->65->66,4.89
U0336,59,Female,Germany,Customer Success Manager,13,PhD,French,Reading,Learn Agile methodologies,52->52->47,4.57
U0337,39,Non-binary,South Korea,Territory Sales Manager,1,PhD,Korean,Reading,Understand cybersecurity,79->76->71,4.98
U0338,23,Prefer not to say,United Kingdom,Inside Sales Specialist,6,PhD,English,Hands-on,Enhance data visualization,64->66->63,4.09
U0339,57,Non-binary,Germany,Business Development Representative,11,High School,Korean,Video,Improve leadership skills,76->73->73,4.93
U0340,55,Non-binary,United States,Business Development Representative,4,High School,Spanish,Reading,Upskill in data science,61->64->60,3.15
U0341,39,Female,Australia,Sales Representative,4,Master's Degree,German,Reading,Advance marketing knowledge,64->66->70,3.73
U0342,41,Female,United States,Business Development Representative,3,High School,Korean,Interactive,Master programming,86->81->80,3.45
U0343,30,Prefer not to say,Australia,Business Development Representative,8,Associate Degree,German,Hands-on,Understand cybersecurity,61->66->66,3.39
U0344,27,Male,France,Pre-Sales Consultant,7,PhD,Korean,Reading,Master programming,68->68->64,3.28
U0345,36,Prefer not to say,South Korea,Sales Representative,2,PhD,Korean,Reading,Improve leadership skills,55->57->62,4.24
U0346,39,Non-binary,Australia,Pre-Sales Consultant,7,Master's Degree,French,Video,Understand cybersecurity,58->60->57,4.56
U0347,54,Male,India,Sales Manager,7,Master's Degree,Spanish,Hands-on,Improve leadership skills,58->54->59,4.16
U0348,40,Prefer not to say,Australia,Inside Sales Specialist,5,Master's Degree,Spanish,Video,Learn project management,77->72->75,3.29
U0349,36,Male,France,Sales Engineer,14,Master's Degree,Korean,Video,Explore machine learning,89->84->85,4.62
U0350,56,Female,United States,Sales Engineer,13,Associate Degree,English,Interactive,Explore machine learning,88->88->84,4.27
U0351,47,Prefer not to say,South Korea,Sales Manager,1,Bachelor's Degree,French,Interactive,Learn project management,76->78->76,3.78
U0352,26,Female,United Kingdom,Sales Engineer,7,PhD,German,Video,Prepare for certification,82->82->78,4.35
U0353,38,Female,South Korea,Customer Success Manager,7,Master's Degree,Spanish,Reading,Upskill in data science,59->62->59,3.52
U0354,35,Male,United Kingdom,Territory Sales Manager,15,Bachelor's Degree,Spanish,Hands-on,Understand cybersecurity,79->76->80,3.69
U0355,59,Male,United States,Customer Success Manager,9,PhD,English,Reading,Prepare for certification,62->58->61,4.83
U0356,32,Non-binary,United Kingdom,Territory Sales Manager,11,Associate Degree,English,Video,Learn project management,87->89->91,3.58
U0357,27,Male,Australia,Pre-Sales Consultant,4,PhD,English,Hands-on,Explore machine learning,58->59->59,3.94
U0358,24,Prefer not to say,United Kingdom,Sales Manager,3,Master's Degree,Korean,Video,Upskill in data science,82->84->82,4.78
U0359,59,Female,Canada,Customer Success Manager,7,Master's Degree,German,Video,Master programming,78->76->81,4.42
U0360,49,Prefer not to say,Brazil,Account Manager,0,Bachelor's Degree,Korean,Hands-on,Enhance data visualization,50->52->57,3.12
U0361,38,Non-binary,Japan,Sales Engineer,2,Bachelor's Degree,Korean,Video,Prepare for certification,67->67->62,3.29
U0362,20,Female,South Korea,Inside Sales Specialist,12,PhD,Korean,Hands-on,Learn Agile methodologies,89->84->82,3.02
U0363,39,Non-binary,South Korea,Sales Manager,10,PhD,Chinese,Hands-on,Understand cybersecurity,53->51->56,4.26
U0364,23,Non-binary,South Korea,Customer Success Manager,6,Bachelor's Degree,Chinese,Hands-on,Master programming,69->74->70,3.9
U0365,54,Female,United Kingdom,Account Manager,3,High School,English,Interactive,Learn Agile methodologies,58->60->57,3.27
