course_id,course_title,difficulty,video_length_minutes,language,keywords,learning_objectives,topic,prerequisites,estimated_effort_hours_per_week,instructor_name,rating,release_date,number_of_modules,certification_available,format,interactivity_level,target_audience,accessibility_features
C0001,Introduction to Marketing,Advanced,100,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Success,Familiarity with CRM tools,8,Instructor B,3.75,2019-05-03,5,TRUE,Blended,High,5-10 years,Transcripts
C0111,Advanced Agile Development,Intermediate,158,French,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,Customer Relationship Management,Basic understanding of sales principles,4,Instructor P,4.32,2020-09-19,17,FALSE,Blended,High,10+ years,Transcripts
C0112,Essentials of Cybersecurity,Beginner,164,Chinese,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,B2B Sales,Basic understanding of sales principles,10,Instructor Q,3.19,2021-04-08,20,TRUE,Instructor-led,High,5-10 years,Subtitles
C0113,Essentials of UX Design,Intermediate,53,German,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,None,2,Instructor R,3.53,2024-03-08,12,TRUE,Instructor-led,Low,10+ years,Subtitles
C0114,Mastering Data Science,Intermediate,46,German,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Customer Success,Experience in customer-facing roles,4,Instructor Y,4.95,2020-07-08,16,FALSE,Instructor-led,Medium,3-5 years,Subtitles
C0115,Advanced Machine Learning,Advanced,119,English,sales; negotiation; customer engagement,Master lead generation techniques and pipeline management.,Negotiation,Basic understanding of sales principles,6,Instructor O,4.78,2023-10-04,20,FALSE,Self-paced,Medium,5-10 years,Transcripts
C0116,Advanced Data Visualization,Advanced,58,English,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Sales Techniques,None,3,Instructor T,4.59,2019-05-18,17,TRUE,Blended,Low,3-5 years,None
C0117,Essentials of Cybersecurity,Beginner,44,Korean,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Customer Success,Basic understanding of sales principles,7,Instructor H,4.15,2022-05-21,7,TRUE,Instructor-led,Medium,3-5 years,Transcripts
C0118,Essentials of Financial Analysis,Intermediate,42,Spanish,sales; negotiation; customer engagement,Develop effective negotiation tactics and customer engagement strategies.,Presentation Skills,Familiarity with CRM tools,6,Instructor M,3.39,2021-01-23,20,FALSE,Self-paced,Medium,3-5 years,None
C0119,Essentials of Data Science,Intermediate,136,German,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Sales Strategy,None,7,Instructor U,3.56,2019-11-20,17,FALSE,Blended,High,10+ years,Subtitles
C0120,Mastering Data Visualization,Advanced,40,English,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Lead Generation,Basic understanding of sales principles,2,Instructor G,4.29,2021-02-17,6,FALSE,Blended,High,3-5 years,None
C0121,Essentials of Cybersecurity,Intermediate,102,Chinese,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,B2B Sales,Familiarity with CRM tools,9,Instructor O,4.88,2020-02-08,18,FALSE,Instructor-led,Medium,0-1 years,Subtitles
C0122,Advanced Statistics,Advanced,67,English,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,B2B Sales,Experience in customer-facing roles,5,Instructor M,4.83,2021-10-03,18,FALSE,Instructor-led,High,10+ years,None
C0123,Fundamentals of SQL,Beginner,65,French,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Presentation Skills,Experience in customer-facing roles,2,Instructor C,3.03,2019-07-18,3,FALSE,Blended,Low,5-10 years,Transcripts
C0124,Advanced Python,Advanced,146,Spanish,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,B2B Sales,Basic understanding of sales principles,10,Instructor N,3.86,2019-02-18,3,FALSE,Instructor-led,Low,1-3 years,None
C0125,Introduction to SQL,Beginner,164,Korean,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Lead Generation,Familiarity with CRM tools,3,Instructor L,4.93,2023-07-22,17,TRUE,Self-paced,Medium,0-1 years,Subtitles
C0126,Mastering Project Management,Intermediate,126,German,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,None,8,Instructor U,3.59,2022-09-18,6,TRUE,Self-paced,High,5-10 years,None
C0127,Introduction to Data Visualization,Beginner,101,German,sales; negotiation; customer engagement,Develop effective negotiation tactics and customer engagement strategies.,Sales Techniques,Experience in customer-facing roles,4,Instructor Y,4.7,2023-06-20,5,FALSE,Blended,Low,5-10 years,None
C0128,Fundamentals of Machine Learning,Intermediate,65,French,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Familiarity with CRM tools,5,Instructor C,3.34,2022-10-27,15,FALSE,Blended,Medium,0-1 years,None
C0129,Fundamentals of Cybersecurity,Advanced,126,Chinese,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Retail Sales,Familiarity with CRM tools,3,Instructor C,4.87,2022-01-02,7,FALSE,Blended,Low,0-1 years,Audio Descriptions
C0130,Introduction to Cloud Computing,Beginner,31,Spanish,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Negotiation,Experience in customer-facing roles,4,Instructor N,4.14,2024-01-13,20,FALSE,Self-paced,Low,5-10 years,Subtitles
C0131,Essentials of Software Testing,Intermediate,128,English,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Lead Generation,None,10,Instructor F,4.23,2023-04-09,8,TRUE,Instructor-led,Medium,10+ years,Transcripts
C0132,Advanced Project Management,Intermediate,100,Chinese,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Customer Success,Experience in customer-facing roles,9,Instructor T,3.28,2021-03-11,17,TRUE,Instructor-led,Low,10+ years,Audio Descriptions
C0133,Mastering Software Testing,Intermediate,142,Spanish,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Negotiation,None,7,Instructor F,4.75,2023-06-20,13,FALSE,Blended,High,5-10 years,Transcripts
C0134,Mastering Artificial Intelligence,Intermediate,130,Spanish,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Customer Relationship Management,Familiarity with CRM tools,9,Instructor W,4.39,2021-05-08,17,FALSE,Self-paced,Medium,1-3 years,Transcripts
C0135,Advanced Agile Development,Intermediate,69,French,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,Lead Generation,Experience in customer-facing roles,8,Instructor R,3.72,2024-09-06,16,TRUE,Blended,High,5-10 years,Subtitles
C0136,Advanced Marketing,Advanced,120,Korean,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,B2B Sales,Basic understanding of sales principles,2,Instructor D,4.62,2021-11-25,10,TRUE,Instructor-led,Medium,10+ years,Transcripts
C0137,Introduction to Cloud Computing,Intermediate,56,Spanish,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Sales Analytics,Experience in customer-facing roles,7,Instructor O,4.73,2021-04-27,19,FALSE,Instructor-led,Low,3-5 years,None
C0138,Introduction to Artificial Intelligence,Intermediate,41,French,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,Customer Success,Basic understanding of sales principles,5,Instructor Q,4.02,2020-12-15,20,TRUE,Blended,Medium,10+ years,Transcripts
C0139,Advanced DevOps,Beginner,140,Chinese,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Sales Analytics,Basic understanding of sales principles,2,Instructor W,4.6,2021-05-29,9,FALSE,Self-paced,High,1-3 years,Transcripts
C0140,Fundamentals of Cloud Computing,Beginner,147,English,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Customer Success,Familiarity with CRM tools,3,Instructor L,4.4,2022-12-12,17,TRUE,Blended,Medium,10+ years,Subtitles
C0141,Fundamentals of Leadership,Beginner,91,Spanish,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Customer Success,Experience in customer-facing roles,4,Instructor S,4.78,2023-04-21,16,TRUE,Blended,High,10+ years,Transcripts
C0142,Fundamentals of Customer Service,Beginner,77,Spanish,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Sales Analytics,Familiarity with CRM tools,5,Instructor M,3.75,2024-09-01,18,FALSE,Instructor-led,Medium,10+ years,None
C0143,Introduction to SQL,Advanced,37,Korean,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Retail Sales,Experience in customer-facing roles,9,Instructor S,4.16,2024-07-21,20,TRUE,Self-paced,Medium,5-10 years,Audio Descriptions
C0144,Introduction to Machine Learning,Advanced,142,German,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Sales Strategy,Familiarity with CRM tools,9,Instructor I,3.93,2022-11-28,5,FALSE,Self-paced,Low,3-5 years,Audio Descriptions
C0145,Mastering Software Testing,Beginner,65,Korean,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,B2B Sales,None,10,Instructor F,3.57,2022-08-18,12,FALSE,Instructor-led,High,5-10 years,Transcripts
C0146,Introduction to Financial Analysis,Intermediate,62,French,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Sales Strategy,Experience in customer-facing roles,8,Instructor P,3.06,2020-08-05,11,FALSE,Instructor-led,Low,10+ years,None
C0147,Fundamentals of Blockchain,Advanced,124,Chinese,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Presentation Skills,Basic understanding of sales principles,7,Instructor C,4.65,2024-12-29,15,TRUE,Self-paced,Medium,1-3 years,Audio Descriptions
C0148,Fundamentals of Agile Development,Advanced,177,Korean,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Sales Techniques,Familiarity with CRM tools,9,Instructor A,3.25,2020-05-23,8,FALSE,Self-paced,Medium,0-1 years,Transcripts
C0149,Advanced Agile Development,Intermediate,53,French,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,Experience in customer-facing roles,8,Instructor U,4.54,2022-06-05,10,FALSE,Self-paced,High,10+ years,Subtitles
C0150,Mastering UX Design,Beginner,63,German,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,Experience in customer-facing roles,8,Instructor W,4.25,2020-06-25,18,TRUE,Instructor-led,Low,0-1 years,Subtitles
C0151,Fundamentals of Artificial Intelligence,Intermediate,65,Chinese,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Retail Sales,Experience in customer-facing roles,4,Instructor O,3.1,2022-12-09,9,TRUE,Blended,High,10+ years,Transcripts
C0152,Introduction to Project Management,Beginner,61,German,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Retail Sales,Experience in customer-facing roles,5,Instructor I,4.08,2019-12-12,10,FALSE,Self-paced,High,0-1 years,Transcripts
C0153,Essentials of Blockchain,Advanced,78,French,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Presentation Skills,Experience in customer-facing roles,3,Instructor H,4.45,2024-08-08,5,TRUE,Instructor-led,Low,10+ years,None
C0154,Essentials of Cloud Computing,Advanced,74,Chinese,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Sales Strategy,Experience in customer-facing roles,2,Instructor B,4.03,2023-06-19,19,FALSE,Blended,High,3-5 years,None
C0155,Introduction to DevOps,Advanced,167,German,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Customer Relationship Management,None,10,Instructor G,4.59,2020-09-28,20,FALSE,Blended,High,1-3 years,Audio Descriptions
C0156,Advanced Financial Analysis,Beginner,92,English,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Lead Generation,Experience in customer-facing roles,4,Instructor D,3.88,2019-02-21,7,TRUE,Instructor-led,Medium,5-10 years,Audio Descriptions
C0157,Fundamentals of SQL,Beginner,98,French,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Presentation Skills,Basic understanding of sales principles,3,Instructor I,3.05,2019-11-12,18,FALSE,Instructor-led,Low,10+ years,Transcripts
C0158,Advanced Cloud Computing,Intermediate,56,German,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,Negotiation,Basic understanding of sales principles,2,Instructor H,4.67,2019-07-08,18,FALSE,Self-paced,Low,3-5 years,None
C0159,Fundamentals of Cybersecurity,Beginner,136,French,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,B2B Sales,Experience in customer-facing roles,10,Instructor V,3.82,2019-08-04,8,TRUE,Self-paced,Medium,0-1 years,None
C0160,Fundamentals of Agile Development,Intermediate,52,German,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,None,6,Instructor X,3.31,2021-09-20,17,FALSE,Instructor-led,Low,10+ years,Transcripts
C0161,Introduction to Leadership,Intermediate,36,Korean,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,Familiarity with CRM tools,8,Instructor X,4.1,2022-06-13,6,TRUE,Self-paced,Medium,0-1 years,Subtitles
